189.26	0.000
189.72	111.364
190.19	100.000
190.65	125.000
191.12	118.750
191.58	102.857
192.05	166.667
192.51	211.111
192.98	84.211
193.44	100.000
193.91	150.000
194.37	87.500
194.84	92.857
195.30	44.737
195.76	-16.667
196.23	18.750
196.69	90.909
197.16	113.889
197.62	70.588
198.09	55.556
198.55	32.143
199.02	130.435
199.48	366.667
199.94	85.000
200.41	110.000
200.87	114.286
201.34	107.143
201.80	121.951
202.27	56.000
202.73	84.906
203.20	106.897
203.66	89.583
204.12	0.000
204.59	70.000
205.05	166.667
205.52	83.333
205.98	83.333
206.44	116.327
206.91	-100.000
207.37	500.000
207.84	190.000
208.30	60.000
208.77	75.000
209.23	60.000
209.69	41.667
210.16	120.000
210.62	104.545
211.09	-133.333
211.55	1800.000
212.01	237.500
212.48	166.667
212.94	107.143
213.40	106.452
213.87	135.714
214.33	109.091
214.80	87.500
215.26	176.923
215.72	150.000
216.19	1100.000
216.65	128.571
217.12	109.091
217.58	146.154
218.04	164.516
218.51	137.931
218.97	91.429
219.43	89.024
219.90	72.500
220.36	140.000
220.82	157.895
221.29	107.143
221.75	71.429
222.22	333.333
222.68	0.000
223.14	-433.333
223.61	81.818
224.07	58.824
224.53	112.500
225.00	130.303
225.46	500.000
225.92	86.567
226.39	71.795
226.85	123.404
227.31	113.514
227.78	216.667
228.24	80.000
228.70	135.714
229.17	47.368
229.63	90.909
230.09	700.000
230.56	175.000
231.02	1900.000
231.48	77.273
231.94	-150.000
232.41	194.444
232.87	191.667
233.33	220.000
233.80	105.882
234.26	25.926
234.72	-30.769
235.19	60.000
235.65	82.979
236.11	-240.000
236.58	96.296
237.04	186.667
237.50	158.333
237.96	97.368
238.43	87.273
238.89	92.308
239.35	0.000
239.82	600.000
240.28	-500.000
240.74	141.667
241.20	82.759
241.67	-466.667
242.13	106.061
242.59	107.500
243.05	112.500
243.52	60.870
243.98	122.222
244.44	91.667
244.90	106.897
245.37	200.000
245.83	85.106
246.29	102.326
246.76	94.231
247.22	86.207
247.68	93.750
248.14	88.889
248.61	108.000
249.07	154.545
249.53	100.000
249.99	180.000
250.45	81.481
250.92	-60.000
251.38	164.706
251.84	75.000
252.30	158.333
252.77	100.000
253.23	89.552
253.69	186.957
254.15	26.667
254.62	-100.000
255.08	200.000
255.54	466.667
256.00	325.000
256.46	500.000
256.93	103.571
257.39	450.000
257.85	150.000
258.31	82.353
258.77	133.333
259.24	-14.286
259.70	27.778
260.16	450.000
260.62	113.208
261.08	72.500
261.55	72.222
262.01	188.889
262.47	200.000
262.93	56.250
263.39	120.000
263.86	125.714
264.32	200.000
264.78	52.632
265.24	-100.000
265.70	200.000
266.16	11.111
266.63	2000.000
267.09	300.000
267.55	170.833
268.01	-20.000
268.47	44.444
268.93	81.250
269.40	83.871
269.86	0.000
270.32	-40.000
270.78	137.500
271.24	300.000
271.70	175.000
272.16	112.500
272.63	-50.000
273.09	325.000
273.55	187.500
274.01	200.000
274.47	91.667
274.93	800.000
275.39	117.391
275.86	119.298
276.32	174.286
276.78	85.185
277.24	52.941
277.70	620.000
278.16	200.000
278.62	6.250
279.08	188.889
279.55	206.667
280.01	0.000
280.47	1200.000
280.93	-41.667
281.39	0.000
281.85	16.667
282.31	90.000
282.77	50.000
283.23	88.372
283.70	84.615
284.16	86.364
