189.26	-0.000
189.72	-0.047
190.19	-0.012
190.65	0.038
191.12	0.250
191.58	0.146
192.05	0.062
192.51	-0.222
192.98	-0.136
193.44	-0.043
193.91	-0.314
194.37	-0.026
194.84	-0.030
195.30	0.218
195.76	0.426
196.23	0.204
196.69	0.020
197.16	-0.056
197.62	0.084
198.09	-0.325
198.55	0.168
199.02	0.106
199.48	-0.602
199.94	0.022
200.41	0.058
200.87	-0.434
201.34	0.544
201.80	-0.031
202.27	0.167
202.73	0.111
203.20	0.120
203.66	0.068
204.12	-0.000
204.59	-0.176
205.05	0.109
205.52	-0.243
205.98	-0.125
206.44	-0.073
206.91	-0.000
207.37	-0.720
207.84	-0.000
208.30	1.000
208.77	0.012
209.23	-0.000
209.69	0.234
210.16	-0.000
210.62	-0.163
211.09	-0.000
211.55	-1.000
212.01	-0.352
212.48	-0.046
212.94	-0.024
213.40	-0.014
213.87	-0.176
214.33	-0.154
214.80	-0.075
215.26	-0.187
215.72	-0.270
216.19	-1.301
216.65	-0.155
217.12	0.157
217.58	-0.076
218.04	-0.040
218.51	0.184
218.97	0.202
219.43	0.033
219.90	0.071
220.36	-0.061
220.82	-0.168
221.29	0.085
221.75	0.544
222.22	-0.699
222.68	-0.000
223.14	-0.000
223.61	0.041
224.07	-0.185
224.53	-0.287
225.00	-0.163
225.46	-0.602
225.92	0.027
226.39	0.129
226.85	0.049
227.31	-0.034
227.78	-0.000
228.24	0.071
228.70	-0.044
229.17	0.023
229.63	-0.135
230.09	-0.653
230.56	-0.243
231.02	-0.000
231.48	0.228
231.94	-0.000
232.41	-0.301
232.87	-0.243
233.33	-0.000
233.80	-0.037
234.26	0.285
234.72	-0.000
235.19	0.054
235.65	-0.044
236.11	-0.000
236.58	0.016
237.04	-0.186
237.50	-0.310
237.96	-0.054
238.43	0.050
238.89	-0.000
239.35	-0.000
239.82	-0.477
240.28	-0.000
240.74	-0.398
241.20	-0.150
241.67	0.176
242.13	-0.013
242.59	-0.061
243.05	-0.211
243.52	0.216
243.98	-0.087
244.44	0.301
244.90	-0.029
245.37	-0.204
245.83	0.039
246.29	0.077
246.76	-0.083
247.22	-0.029
247.68	-0.026
248.14	0.109
248.61	0.086
249.07	-0.000
249.53	0.183
249.99	-0.000
250.45	-0.060
250.92	-0.477
251.38	-0.167
251.84	-0.243
252.30	-0.151
252.77	0.240
253.23	0.070
253.69	-0.170
254.15	1.176
254.62	-0.000
255.08	0.398
255.54	-0.301
256.00	-0.398
256.46	-0.699
256.93	0.032
257.39	-0.978
257.85	-0.000
258.31	-0.092
258.77	-0.222
259.24	-0.331
259.70	0.025
260.16	-0.439
260.62	-0.082
261.08	-0.130
261.55	-0.106
262.01	-0.207
262.47	-0.301
262.93	0.301
263.39	-0.166
263.86	-0.036
264.32	-0.374
264.78	-0.265
265.24	-0.398
265.70	-0.602
266.16	0.653
266.63	-1.398
267.09	-0.362
267.55	-0.273
268.01	-0.000
268.47	-0.160
268.93	-0.013
269.40	-0.100
269.86	-0.000
270.32	-0.000
270.78	-0.026
271.24	-0.477
271.70	-0.000
272.16	-0.051
272.63	-0.000
273.09	-0.000
273.55	-0.051
274.01	0.477
274.47	0.234
274.93	-0.000
275.39	-0.000
275.86	-0.050
276.32	-0.146
276.78	0.431
277.24	0.054
277.70	-0.146
278.16	-0.030
278.62	0.163
279.08	-0.250
279.55	0.176
280.01	-0.176
280.47	-0.699
280.93	-0.000
281.39	-0.000
281.85	-0.336
282.31	0.523
282.77	-0.143
283.23	-0.020
283.70	-0.081
284.16	-0.089
284.62	0.176
285.08	0.505
285.54	-0.047
286.00	-0.079
286.46	-0.097
286.92	-0.125
287.38	-0.153
287.84	-0.000
288.30	-0.550
288.76	-0.058
289.23	-0.219
289.69	0.010
290.15	-0.133
290.61	-0.015
291.07	0.225
291.53	0.250
291.99	-0.000
292.45	-0.000
292.91	-0.000
293.37	-0.166
293.83	-0.439
294.29	-0.047
294.75	-0.253
295.21	0.512
295.67	0.716
296.13	-0.036
296.59	-0.071
297.06	-0.336
297.52	-0.134
297.98	0.512
298.44	0.131
298.90	-0.000
299.36	0.154
299.82	0.095
300.28	0.058
300.74	-0.000
301.20	-0.000
301.66	0.094
302.12	0.230
302.58	-0.000
303.04	-0.699
303.50	0.125
303.96	0.031
304.42	0.046
304.88	-0.161
305.34	-0.084
305.80	0.136
306.26	-0.043
306.72	0.010
307.18	-0.000
307.64	-0.103
308.10	-0.208
308.56	-0.183
309.02	-0.100
309.48	-0.031
309.94	-0.000
310.40	-0.000
310.86	0.125
311.32	0.097
311.78	0.226
312.24	0.796
312.70	-0.591
313.16	-0.000
313.62	-0.000
314.08	0.192
314.54	-0.000
315.00	-0.000
315.46	-0.903
315.91	-0.523
316.37	-0.097
316.83	-0.079
317.29	-0.025
317.75	0.074
318.21	-0.000
318.67	-1.204
319.13	0.237
319.59	0.015
320.05	0.333
320.51	-0.079
320.97	0.125
321.43	0.314
321.89	-0.000
322.35	0.255
322.81	-1.176
323.27	0.477
323.72	-0.131
324.18	-0.740
324.64	0.176
325.10	0.319
325.56	-0.301
326.02	-0.000
326.48	-0.016
326.94	0.410
327.40	-0.824
327.86	-0.000
328.32	0.385
328.78	-1.021
329.23	0.103
329.69	0.121
330.15	-0.000
330.61	-0.564
331.07	-0.331
331.53	0.026
331.99	0.564
332.45	-0.301
332.91	-0.243
333.36	-0.135
333.82	-0.523
334.28	0.954
334.74	-0.135
335.20	0.845
335.66	-1.204
336.12	-0.000
336.58	0.523
337.03	-0.037
337.49	-0.129
337.95	-0.637
338.41	-0.885
338.87	-0.000
339.33	-0.023
339.79	-0.088
340.24	-0.125
340.70	0.512
341.16	-0.000
341.62	-0.186
342.08	-0.000
342.54	-0.058
342.99	-0.097
343.45	0.112
343.91	-0.000
344.37	-0.146
344.83	-0.602
345.29	0.301
345.74	-0.109
346.20	-0.000
346.66	0.544
347.12	-0.276
347.58	-0.141
348.04	-0.602
348.49	-0.133
348.95	-0.040
349.41	-0.239
349.87	-0.301
350.33	-0.301
350.78	0.036
351.24	-0.000
351.70	0.115
352.16	0.388
352.62	-0.000
353.07	-0.206
353.53	-0.301
353.99	-0.148
354.45	0.281
354.91	-0.000
355.36	0.067
355.82	0.954
356.28	0.176
356.74	-0.176
357.19	-0.000
357.65	0.258
358.11	0.336
358.57	-0.166
359.03	-0.544
359.48	0.023
359.94	-0.012
360.40	-0.085
360.86	0.270
361.31	0.275
361.77	-0.000
362.23	0.160
362.69	0.363
363.14	0.081
363.60	-0.060
364.06	0.011
364.52	0.018
364.97	0.037
365.43	0.121
365.89	0.062
366.34	0.163
366.80	0.102
367.26	0.110
367.72	0.099
368.17	0.044
368.63	0.070
369.09	0.168
369.55	0.063
370.00	0.032
370.46	0.056
370.92	0.112
371.37	0.067
371.83	0.068
372.29	0.085
372.75	0.065
373.20	0.090
373.66	0.090
374.12	0.070
374.57	0.084
375.03	0.068
375.49	0.071
375.94	0.078
376.40	0.065
376.86	0.065
377.31	0.076
377.77	0.086
378.23	0.059
378.68	0.070
379.14	0.054
379.60	0.074
380.06	0.070
380.51	0.066
380.97	0.071
381.43	0.060
381.88	0.056
382.34	0.057
382.79	0.056
383.25	0.053
383.71	0.059
384.16	0.064
384.62	0.050
385.08	0.061
385.53	0.056
385.99	0.067
386.45	0.059
386.90	0.058
387.36	0.055
387.82	0.047
388.27	0.054
388.73	0.057
389.18	0.056
389.64	0.053
390.10	0.047
390.55	0.047
391.01	0.053
391.47	0.051
391.92	0.048
392.38	0.054
392.83	0.055
393.29	0.050
393.75	0.052
394.20	0.057
394.66	0.053
395.11	0.052
395.57	0.057
396.03	0.048
396.48	0.048
396.94	0.058
397.39	0.055
397.85	0.051
398.31	0.052
398.76	0.050
399.22	0.050
399.67	0.050
400.13	0.055
400.58	0.054
401.04	0.054
401.50	0.050
401.95	0.043
402.41	0.053
402.86	0.053
403.32	0.055
403.77	0.055
404.23	0.052
404.69	0.049
405.14	0.049
405.60	0.052
406.05	0.052
406.51	0.052
406.96	0.050
407.42	0.054
407.87	0.054
408.33	0.053
408.78	0.054
409.24	0.053
409.69	0.050
410.15	0.050
410.61	0.053
411.06	0.056
411.52	0.049
411.97	0.052
412.43	0.050
412.88	0.054
413.34	0.052
413.79	0.049
414.25	0.050
414.70	0.049
415.16	0.050
415.61	0.049
416.07	0.049
416.52	0.051
416.98	0.051
417.43	0.051
417.89	0.052
418.34	0.052
418.80	0.051
419.25	0.046
419.71	0.048
420.16	0.047
420.62	0.048
421.07	0.052
421.53	0.052
421.98	0.051
422.43	0.051
422.89	0.052
423.34	0.051
423.80	0.049
424.25	0.052
424.71	0.050
425.16	0.051
425.62	0.049
426.07	0.050
426.53	0.051
426.98	0.044
427.43	0.046
427.89	0.050
428.34	0.050
428.80	0.047
429.25	0.044
429.71	0.048
430.16	0.048
430.62	0.049
431.07	0.049
431.52	0.049
431.98	0.054
432.43	0.050
432.89	0.053
433.34	0.047
433.79	0.048
434.25	0.048
434.70	0.047
435.16	0.048
435.61	0.046
436.07	0.050
436.52	0.050
436.97	0.049
437.43	0.049
437.88	0.049
438.34	0.049
438.79	0.044
439.24	0.048
439.70	0.047
440.15	0.048
440.60	0.047
441.06	0.051
441.51	0.049
441.97	0.047
442.42	0.047
442.87	0.043
443.33	0.046
443.78	0.050
444.23	0.046
444.69	0.049
445.14	0.047
445.60	0.047
446.05	0.047
446.50	0.046
446.96	0.045
447.41	0.046
447.86	0.046
448.32	0.045
448.77	0.047
449.22	0.046
449.68	0.046
450.13	0.047
450.58	0.048
451.04	0.043
451.49	0.047
451.94	0.048
452.40	0.046
452.85	0.048
453.30	0.046
453.76	0.047
454.21	0.049
454.66	0.048
455.12	0.045
455.57	0.043
456.02	0.048
456.47	0.046
456.93	0.047
457.38	0.047
457.83	0.044
458.29	0.046
458.74	0.046
459.19	0.047
459.64	0.046
460.10	0.048
460.55	0.044
